arousalScore,trueArousal
-0.8387,0.0000
1.5135,1.0000
0.8009,1.0000
-0.2228,0.0000
1.5777,1.0000
1.2991,1.0000
-0.6496,0.0000
1.2991,1.0000
1.0748,1.0000
1.2991,1.0000
-0.4153,-1.0000
0.8839,0.0000
1.2991,1.0000
1.2991,1.0000
0.6062,0.0000
1.2991,1.0000
1.1496,1.0000
1.2991,1.0000
0.1496,-1.0000
-1.2991,-1.0000
1.2991,1.0000
1.2243,1.0000
1.2991,1.0000
-0.9153,-1.0000
-0.9901,-1.0000
1.2991,1.0000
1.2243,1.0000
1.2991,-1.0000
1.2243,1.0000
-0.7657,-1.0000
1.1496,1.0000
-0.6496,-1.0000
0.1595,0.0000
1.2991,1.0000
0.9153,-1.0000
-1.2243,-1.0000
1.2991,1.0000
0.9901,1.0000
-0.6062,-1.0000
1.2991,1.0000
1.2991,1.0000
-0.8839,-1.0000
1.2991,1.0000
0.9274,1.0000
0.7329,1.0000
0.5024,-1.0000
-0.1216,0.0000
1.0740,1.0000
0.8301,-1.0000
1.0575,1.0000
0.1501,-1.0000
0.4463,0.0000
-1.0493,-1.0000
1.0740,1.0000
1.0740,1.0000
1.0740,1.0000
-0.4830,0.0000
1.0329,1.0000
0.9356,1.0000
1.0740,1.0000
1.0740,1.0000
-0.3385,-1.0000
-0.3303,0.0000
-0.9438,-1.0000
1.0740,1.0000
1.0411,1.0000
0.2548,-1.0000
-1.0740,-1.0000
1.0575,1.0000
0.9356,1.0000
0.6521,-1.0000
1.0740,1.0000
0.3805,-1.0000
0.2219,0.0000
1.0740,1.0000
1.0329,1.0000
1.0329,1.0000
0.5166,0.0000
-0.8466,-1.0000
1.0575,1.0000
1.0575,1.0000
0.1193,-1.0000
0.0639,0.0000
-0.3498,-1.0000
1.0740,1.0000
1.0740,1.0000
0.8548,1.0000
1.0740,1.0000
-0.2862,-1.0000
0.4501,0.0000
-0.8076,-1.0000
1.0493,1.0000
0.6356,1.0000
0.6356,1.0000
-1.0658,-1.0000
0.2361,0.0000
-1.0740,-1.0000
1.0740,1.0000
0.6547,1.0000
-0.8970,-1.0000
0.0154,0.0000
0.8970,1.0000
1.0000,1.0000
-1.0000,-1.0000
0.0515,0.0000
0.9485,1.0000
0.9742,1.0000
0.9742,1.0000
0.6908,1.0000
0.0103,-1.0000
-0.0154,0.0000
-0.9227,-1.0000
0.9742,1.0000
0.6547,1.0000
0.0721,-1.0000
0.9742,1.0000
-0.8970,-1.0000
0.8970,1.0000
-0.9227,1.0000
0.1908,-1.0000
0.4485,1.0000
0.9485,0.0000
0.8970,1.0000
0.8970,1.0000
0.8970,1.0000
0.2577,-1.0000
-0.9227,-1.0000
-1.0000,1.0000
-0.9227,-1.0000
0.9227,1.0000
0.6650,1.0000
-0.9227,-1.0000
0.8970,1.0000
0.8818,1.0000
0.1903,-1.0000
0.9869,-1.0000
0.8949,1.0000
-0.2818,-1.0000
0.9105,0.0000
0.8818,1.0000
-0.0017,1.0000
0.8949,-1.0000
0.8949,1.0000
-0.3212,-1.0000
0.3362,0.0000
-0.3606,-1.0000
0.8818,1.0000
0.8949,1.0000
0.8818,1.0000
-0.0621,-1.0000
-0.3674,-1.0000
0.8818,1.0000
0.5395,1.0000
0.8186,-1.0000
-0.5094,-1.0000
0.0887,0.0000
-0.1515,-1.0000
0.8818,1.0000
0.8818,1.0000
0.8818,1.0000
-0.9869,-1.0000
-0.4267,0.0000
-0.1884,-1.0000
0.8818,1.0000
0.8974,1.0000
0.7014,-1.0000
0.8949,1.0000
-0.3606,-1.0000
-0.7121,0.0000
0.8949,1.0000
0.8949,1.0000
-0.4501,-1.0000
-0.0124,0.0000
0.8949,1.0000
0.7160,1.0000
-0.4792,-1.0000
0.8818,1.0000
-0.9869,-1.0000
-0.1179,0.0000
-0.9081,-1.0000
0.8818,1.0000
0.8079,1.0000
0.3426,-1.0000
0.8818,1.0000
0.9212,1.0000
-0.9869,-1.0000
0.4437,0.0000
0.8818,1.0000
0.8949,-1.0000
0.8949,1.0000
-0.3504,-1.0000
0.4899,0.0000
0.8949,1.0000
0.8818,1.0000
0.9958,1.0000
0.9958,1.0000
0.9854,-1.0000
-0.2148,0.0000
0.9854,1.0000
0.9854,1.0000
0.9854,1.0000
0.9854,-1.0000
0.9916,1.0000
-0.0592,-1.0000
0.8636,0.0000
-0.8636,-1.0000
0.9854,1.0000
0.9854,1.0000
0.9854,1.0000
0.9854,-1.0000
0.0265,-1.0000
-0.1851,-1.0000
-1.0000,-1.0000
0.9854,1.0000
0.9854,1.0000
0.9895,1.0000
0.9854,1.0000
0.9854,1.0000
0.9854,1.0000
0.0265,-1.0000
0.3027,0.0000
-0.9979,-1.0000
-0.7503,-1.0000
0.9854,1.0000
0.9854,1.0000
0.9895,1.0000
0.9916,-1.0000
0.9854,1.0000
0.3809,-1.0000
-0.0265,-1.0000
-0.2964,0.0000
-0.6804,-1.0000
0.9854,1.0000
0.9854,1.0000
0.9854,-1.0000
0.9854,1.0000
0.9854,1.0000
0.0973,0.0000
0.9854,1.0000
0.9854,1.0000
0.9854,1.0000
0.3503,0.0000
-0.7398,-1.0000
0.9854,1.0000
0.9854,1.0000
0.9854,1.0000
0.9854,-1.0000
0.5779,-1.0000
-0.7461,-1.0000
0.9854,1.0000
0.9979,1.0000
0.9854,-1.0000
0.9854,1.0000
0.8256,-1.0000
-0.2688,-1.0000
0.9854,1.0000
0.9854,1.0000
0.9895,1.0000
0.9958,-1.0000
0.8256,-1.0000
-0.1027,0.0000
-0.8720,-1.0000
0.9854,1.0000
0.9522,-1.0000
1.1843,1.0000
-0.8729,-1.0000
0.6196,0.0000
1.1843,1.0000
1.0470,1.0000
0.8684,-1.0000
-1.1675,-1.0000
-0.7479,0.0000
-0.8497,-1.0000
1.1843,1.0000
1.1843,1.0000
1.0135,1.0000
1.0503,1.0000
1.1005,1.0000
0.4648,0.0000
1.1843,1.0000
1.1843,1.0000
1.0302,-1.0000
1.0637,1.0000
-0.8885,-1.0000
0.6208,0.0000
1.1843,1.0000
1.0135,1.0000
0.4913,-1.0000
1.1675,1.0000
1.1843,1.0000
-0.2920,-1.0000
-0.0309,0.0000
0.9465,-1.0000
-1.0727,-1.0000
0.8059,0.0000
1.0670,1.0000
1.1005,1.0000
-1.1843,-1.0000
0.2495,0.0000
-0.6266,-1.0000
1.1843,1.0000
1.1843,1.0000
0.4075,1.0000
-0.4190,-1.0000
0.0039,0.0000
-0.4035,-1.0000
1.1843,1.0000
1.1843,1.0000
0.9967,1.0000
1.1843,1.0000
-0.7937,-1.0000
-0.2515,0.0000
-0.3868,-1.0000
1.1843,1.0000
1.1340,1.0000
-1.0225,-1.0000
-0.7291,0.0000
-0.0051,0.0000
1.1508,1.0000
1.0645,-1.0000
1.1613,1.0000
0.9192,-1.0000
0.2126,0.0000
-0.2737,-1.0000
1.1613,1.0000
1.1291,-1.0000
1.0323,-1.0000
1.0968,-1.0000
0.7165,0.0000
-0.6772,-1.0000
1.1613,1.0000
1.1613,1.0000
0.9192,-1.0000
1.1613,1.0000
-0.0491,-1.0000
-0.0491,-1.0000
0.5804,0.0000
-0.1607,-1.0000
1.1613,1.0000
1.1613,1.0000
1.0968,1.0000
1.1613,-1.0000
1.1613,1.0000
0.5389,-1.0000
-0.8870,-1.0000
1.1613,1.0000
1.1613,1.0000
0.0295,-1.0000
1.1613,1.0000
1.1613,1.0000
-0.1930,-1.0000
-1.0000,-1.0000
-0.0028,0.0000
-1.0645,-1.0000
1.1613,1.0000
1.1291,1.0000
0.4744,-1.0000
1.1613,1.0000
-1.1291,-1.0000
-0.6449,-1.0000
-0.6449,-1.0000
1.1613,1.0000
1.1613,1.0000
1.1613,1.0000
0.4098,-1.0000
1.1613,1.0000
-0.1459,-1.0000
1.1613,1.0000
1.1613,1.0000
0.6772,-1.0000
1.1613,1.0000
1.1613,1.0000
0.0295,-1.0000
-0.5066,0.0000
-1.1291,-1.0000
1.1613,1.0000
1.1613,1.0000
1.1613,-1.0000
1.1613,1.0000
0.2716,-1.0000
-0.8098,-1.0000
1.1613,1.0000
1.0323,1.0000
1.1613,-1.0000
1.1613,1.0000
-0.0491,-1.0000
-0.1607,-1.0000
-1.0323,-1.0000
1.1613,1.0000
1.1613,1.0000
