arousalScore,trueArousal
0.9261,4.0000
0.8897,3.5000
0.9175,2.5000
0.8751,3.0000
0.9301,3.5000
-0.3568,3.5000
0.9494,3.0000
-0.2085,3.0000
0.9921,5.0000
0.5795,3.0000
0.4704,4.0000
-0.3399,2.0000
-0.2459,2.0000
0.9841,4.5000
-0.5217,3.0000
0.9952,3.0000
0.6531,3.0000
-0.4891,3.0000
-0.3306,3.0000
0.7728,3.0000
0.8554,3.0000
-0.0465,3.0000
0.5218,2.5000
0.5288,3.0000
0.5322,3.0000
-0.1247,3.5000
0.2860,3.0000
-0.5688,2.0000
0.5805,3.5000
-0.7751,2.0000
-0.6544,2.5000
0.3190,3.5000
-0.1552,3.5000
-0.4736,2.5000
-0.4873,2.5000
-0.4803,2.5000
-0.1779,2.0000
0.7636,4.0000
-0.2551,2.5000
0.9041,3.0000
0.1574,4.0000
0.4139,3.5000
-0.6291,3.0000
-0.2698,3.0000
-0.8180,2.0000
-0.7656,2.5000
0.4493,3.5000
0.3518,3.5000
-0.6237,3.0000
-0.2195,2.5000
0.1318,3.5000
0.0122,3.5000
-0.0651,3.5000
-0.4545,2.5000
0.1820,2.5000
-0.4460,2.5000
0.2152,3.5000
0.0572,2.5000
-0.3313,3.5000
0.8405,3.5000
-0.5190,2.5000
-0.1290,3.0000
-0.8213,2.0000
0.1537,4.0000
-0.6808,3.0000
-0.6140,2.0000
-0.3327,2.5000
0.7387,2.5000
0.8058,3.0000
0.7551,3.5000
-0.6840,2.5000
-0.5332,2.5000
0.5045,4.0000
0.4509,3.5000
0.2360,3.0000
-0.2766,2.5000
-0.5047,3.0000
0.1499,3.5000
0.0436,2.5000
-0.4098,2.0000
0.7172,3.5000
-0.1580,2.5000
0.2193,4.0000
-0.8468,3.0000
-0.4632,2.0000
-0.0875,3.0000
0.3852,3.0000
-0.3505,3.0000
0.2969,3.0000
0.6750,3.5000
-0.9500,2.0000
0.6000,4.0000
0.8502,3.0000
-0.0090,2.5000
0.0966,3.5000
0.1738,3.5000
0.9334,4.5000
-0.4276,2.5000
0.4866,3.0000
-0.0456,3.0000
-0.4273,3.5000
0.1841,3.0000
-0.1514,2.0000
0.2238,3.0000
0.5932,2.6667
0.8245,3.3333
0.7029,3.3333
-0.7476,2.3333
0.2945,3.0000
-0.0325,2.6667
0.0424,2.0000
-0.0449,2.6667
0.1799,2.6667
0.1074,3.0000
0.1729,3.0000
-0.0271,3.0000
0.6652,2.6667
0.3696,2.6667
0.8888,3.0000
0.3293,2.3333
0.1839,3.3333
0.6283,3.3333
-0.2595,2.3333
0.0517,2.6667
0.0792,2.0000
0.0766,2.6667
0.4457,3.0000
0.0470,3.6667
0.4426,3.6667
-0.6427,2.3333
0.0514,2.0000
-0.2085,2.3333
-0.5688,2.3333
-0.2698,3.3333
0.6943,3.0000
-0.3651,2.3333
0.5678,2.6667
0.9198,2.6667
0.2218,2.0000
0.6810,3.3333
0.3412,2.3333
0.5331,3.0000
0.0735,2.6667
0.4729,3.3333
-0.2046,2.6667
-0.0001,3.3333
-0.5623,2.6667
-0.4093,3.0000
-0.0077,3.0000
0.3527,2.6667
-0.3353,3.0000
0.0355,2.3333
0.6135,2.6667
0.1707,2.6667
-0.3257,2.6667
0.0932,2.5000
0.1499,3.5000
-0.4609,3.5000
0.3111,3.0000
0.7157,3.5000
-0.2930,3.5000
0.6323,4.0000
0.5965,4.0000
0.4415,3.0000
0.6126,3.5000
0.7595,4.0000
-0.5411,2.5000
0.4872,3.0000
0.4987,4.0000
0.2137,3.0000
0.1774,3.5000
0.3607,3.5000
-0.5386,3.0000
-0.1259,2.5000
-0.4647,2.0000
-0.7769,2.5000
-0.6494,3.0000
0.0442,3.0000
0.6880,4.0000
0.0314,4.0000
-0.3404,3.5000
0.4615,3.5000
-0.6660,2.5000
0.2328,3.5000
0.6870,3.0000
0.1545,2.5000
0.4326,3.5000
0.5257,3.5000
-0.6217,2.5000
0.6342,3.5000
0.8009,3.5000
-0.3123,2.5000
0.7208,4.0000
-0.4138,2.0000
0.6980,4.0000
-0.2701,3.0000
0.0126,3.0000
-0.3103,2.5000
-0.4965,2.5000
-0.2963,3.5000
0.0306,2.5000
0.4869,4.0000
0.2027,3.5000
-0.1040,2.5000
-0.2078,2.5000
-0.1664,3.5000
-0.6796,2.5000
0.1153,3.5000
-0.3700,3.0000
-0.3921,2.0000
0.4500,4.0000
0.4948,2.5000
0.5381,3.5000
0.1113,3.0000
-0.7778,2.0000
0.8862,2.5000
0.8103,3.5000
0.1031,2.5000
-0.3563,2.5000
-0.6475,2.5000
-0.3736,2.5000
-0.3048,2.5000
0.8769,4.0000
-0.1369,2.0000
-0.5578,2.5000
0.4137,2.5000
0.1960,3.5000
-0.1353,3.0000
-0.2231,3.0000
0.4101,4.0000
0.6521,4.0000
0.8163,3.0000
-0.6937,2.0000
-0.4237,2.5000
0.9731,4.0000
-0.0516,3.0000
0.5668,3.5000
0.8851,4.0000
0.6493,3.0000
0.6141,3.0000
-0.4202,2.5000
0.0603,2.5000
0.1211,3.0000
0.4167,3.5000
0.7844,3.5000
0.6390,4.0000
-0.6034,2.5000
-0.6996,2.0000
-0.1446,3.0000
0.1864,3.0000
0.6896,3.5000
-0.1558,2.5000
-0.8018,2.5000
-0.2062,2.5000
-0.7038,2.5000
0.8006,3.5000
-0.2691,2.5000
-0.0779,2.5000
0.2608,2.5000
-0.4874,3.0000
0.7644,4.0000
-0.4600,2.5000
-0.4533,2.5000
0.6070,3.5000
-0.6001,2.5000
-0.1086,2.5000
0.1580,3.5000
-0.7793,2.5000
-0.1458,2.5000
-0.0215,2.5000
0.4716,3.5000
-0.6735,2.5000
0.8904,3.5000
0.1901,3.0000
0.3167,3.5000
0.6659,3.5000
0.7683,3.0000
0.1417,2.5000
0.1340,3.5000
0.4808,3.5000
-0.2461,3.5000
-0.2912,1.3333
-0.7236,1.6667
-0.6936,2.3333
0.3325,3.3333
-0.8863,3.0000
-0.7941,2.0000
-0.0069,3.3333
-0.5343,1.6667
-0.7412,2.3333
-0.8352,2.0000
0.1654,2.6667
-0.5992,3.0000
-0.5954,2.3333
-0.8994,2.3333
-0.9229,2.0000
-0.1196,2.0000
-0.9214,2.0000
-0.6122,2.6667
-0.9356,2.0000
-0.7978,2.0000
-0.8174,2.0000
-0.4747,1.6667
-0.5259,2.3333
-0.3121,2.0000
-0.1923,2.3333
-0.8370,2.3333
-0.1616,2.6667
-0.6128,2.3333
0.4198,3.0000
0.7714,3.6667
0.6937,3.0000
0.8888,4.0000
0.3842,3.0000
0.5209,3.0000
0.8381,3.0000
0.9841,4.0000
0.3115,2.6667
0.5453,3.0000
0.4626,3.3333
0.7292,4.0000
-0.3754,2.3333
0.0598,2.6667
0.8935,3.3333
0.3599,3.0000
0.5167,2.6667
0.6807,3.6667
0.8900,3.0000
0.8416,3.6667
0.6697,3.6667
0.9489,3.3333
0.4735,2.6667
0.7315,3.6667
0.8580,3.6667
0.6006,3.0000
0.1464,2.6667
0.7492,3.5000
0.4769,4.5000
-0.2907,2.5000
0.8682,2.0000
0.7075,3.0000
-0.0301,2.5000
0.8285,3.5000
-0.0224,3.0000
0.1283,2.0000
0.0236,2.5000
0.7473,3.0000
0.2260,2.5000
0.4769,3.5000
0.2337,2.5000
0.3873,2.5000
-0.0083,2.5000
0.8812,3.5000
-0.2692,3.0000
0.1605,3.0000
-0.3782,2.5000
-0.0821,2.5000
-0.4028,3.0000
0.2628,3.0000
0.9921,3.5000
-0.0018,2.5000
0.6380,3.5000
0.8805,3.5000
0.3833,3.0000
-0.0350,3.5000
0.4430,3.0000
0.2650,2.5000
0.6931,3.0000
-0.2184,3.0000
0.4410,4.5000
0.6625,3.0000
0.6761,2.5000
0.1840,3.0000
0.1735,2.5000
-0.6030,2.5000
0.4791,2.5000
-0.1679,2.0000
0.7606,3.5000
-0.1703,2.0000
0.6925,3.0000
-0.7921,2.5000
0.2255,2.0000
-0.4393,2.5000
-0.1545,2.5000
0.9354,3.5000
0.1110,3.5000
0.8254,3.5000
-0.6610,2.0000
0.0632,3.5000
0.5141,2.5000
-0.1593,3.0000
0.1939,1.5000
-0.0388,2.5000
0.2490,2.5000
-0.7077,3.0000
0.3063,4.0000
-0.1018,3.0000
0.0578,3.0000
0.7600,3.5000
0.6186,2.5000
0.0531,2.0000
-0.8369,2.0000
-0.3490,2.5000
0.5157,4.0000
-0.1982,3.0000
-0.3431,2.5000
0.0522,2.0000
-0.2522,2.5000
-0.3845,3.0000
0.3500,3.0000
-0.5457,3.5000
0.8323,4.5000
-0.2167,3.5000
-0.2637,2.5000
0.4997,3.5000
-0.7055,2.0000
0.0153,3.0000
-0.1606,3.5000
-0.6178,2.5000
0.0073,3.0000
0.7563,4.0000
-0.5232,2.0000
-0.4818,3.0000
0.0165,2.0000
0.2906,3.5000
0.0927,2.5000
-0.2618,2.5000
-0.3044,3.5000
-0.2827,2.5000
-0.2409,3.0000
0.1243,2.5000
0.2292,2.5000
-0.1802,2.5000
0.1426,3.0000
-0.3409,2.0000
0.7882,3.0000
0.1897,2.5000
0.1754,3.0000
-0.1500,4.0000
-0.0411,3.5000
-0.4469,3.0000
0.0949,3.0000
0.3255,4.0000
-0.1320,2.5000
-0.5033,2.0000
-0.7730,3.0000
0.2355,3.0000
-0.1480,3.0000
0.0027,3.0000
-0.8483,2.0000
-0.0079,2.5000
0.6145,4.0000
-0.0661,2.5000
-0.2648,3.0000
0.0538,3.5000
0.9166,5.0000
-0.3184,2.5000
0.9523,4.5000
0.9909,4.0000
0.8581,4.0000
0.7611,4.0000
0.9127,4.5000
0.6286,3.0000
0.9825,3.5000
0.8767,4.0000
0.4173,3.0000
0.5956,4.0000
0.5777,2.5000
0.8508,2.5000
0.6830,3.0000
-0.4916,3.0000
-0.2008,3.5000
0.5864,3.0000
0.2410,2.5000
0.3097,2.5000
0.1966,2.5000
0.6475,3.0000
-0.2406,3.0000
0.8523,3.5000
0.2069,3.5000
0.1345,3.0000
0.6417,3.0000
0.6181,3.5000
-0.0269,3.0000
0.3303,3.3333
0.0797,3.0000
0.7571,3.0000
0.4640,3.0000
0.4159,2.3333
0.7837,3.6667
-0.2656,2.6667
0.1306,3.6667
-0.3959,2.3333
-0.1452,2.0000
0.4027,3.0000
0.1361,2.3333
0.3771,2.3333
0.7165,4.0000
0.4017,2.3333
-0.8897,1.6667
0.0015,2.3333
-0.5092,2.6667
0.6086,3.6667
-0.2616,2.3333
-0.6986,2.0000
-0.3742,2.3333
-0.0078,2.3333
0.8012,3.6667
-0.0687,2.3333
0.6202,3.3333
0.5988,2.3333
0.7616,2.6667
0.3567,2.6667
0.3383,2.6667
0.4913,3.3333
0.2946,2.0000
0.3150,2.6667
0.6027,2.6667
0.4658,2.6667
0.4496,2.6667
0.9921,3.6667
0.8147,3.3333
0.5776,2.3333
-0.2868,1.6667
0.0014,2.6667
0.7681,3.3333
0.9581,3.0000
0.7417,3.3333
0.3287,3.0000
0.7259,3.3333
0.9539,3.3333
0.8543,3.3333
-0.5562,2.7500
0.0656,2.5000
0.4778,3.0000
0.5831,3.2500
-0.1393,2.7500
0.9909,3.5000
0.8762,3.7500
0.1191,2.7500
0.5708,4.0000
0.9921,4.7500
0.9523,4.2500
0.5455,3.0000
0.1298,3.5000
0.9412,3.7500
0.9812,4.0000
0.8587,3.7500
0.9364,3.5000
0.9730,3.2500
0.8787,4.2500
0.7569,3.2500
0.9635,4.0000
0.4676,3.5000
0.7245,3.7500
0.7889,3.7500
-0.3029,2.7500
0.1607,3.0000
0.9349,4.0000
0.1027,2.5000
-0.1991,3.0000
-0.4364,2.5000
0.3166,2.5000
0.0399,2.5000
0.8188,4.0000
0.7719,3.0000
0.1031,2.5000
0.9571,3.5000
-0.2203,3.0000
0.8268,3.5000
0.9825,4.0000
0.7840,3.5000
0.0240,3.0000
0.1470,2.5000
0.6838,3.0000
0.6422,3.5000
0.2893,2.5000
0.3140,3.0000
0.0507,2.5000
0.1902,3.0000
0.2188,3.0000
0.9542,4.0000
-0.5119,2.5000
0.5685,3.5000
0.3290,3.0000
0.3157,2.5000
0.8729,4.5000
0.8436,3.0000
0.0840,3.0000
0.5111,3.5000
0.8429,4.0000
0.9493,3.0000
0.1648,2.5000
0.2531,3.5000
0.0565,3.5000
-0.5212,2.5000
-0.4540,2.0000
-0.4441,3.5000
0.1076,3.5000
-0.0498,3.5000
-0.7769,3.0000
-0.2383,3.5000
0.6313,4.0000
-0.1505,3.0000
0.2269,3.0000
0.3035,2.0000
-0.0517,2.0000
-0.4847,3.0000
-0.3947,2.5000
-0.0023,3.5000
0.1563,4.0000
0.1542,3.5000
-0.4457,2.5000
-0.3633,3.0000
-0.5558,2.0000
-0.3910,3.0000
0.3337,3.5000
-0.3740,3.0000
-0.0472,4.0000
-0.1368,2.0000
-0.5192,2.5000
0.4486,4.5000
-0.2698,3.5000
0.0750,3.0000
-0.5383,3.0000
0.2480,2.5000
-0.0285,2.5000
-0.2173,2.5000
-0.1777,2.5000
-0.6585,3.0000
0.7443,4.0000
-0.4707,3.0000
-0.4121,3.0000
-0.6282,2.0000
-0.1564,3.5000
-0.5533,2.5000
-0.6871,2.0000
-0.6729,3.5000
-0.3512,3.0000
-0.1019,2.5000
0.1080,4.0000
0.1759,3.0000
-0.2058,3.0000
0.0866,2.5000
-0.0891,3.5000
-0.7686,2.5000
0.6999,4.5000
0.4692,4.0000
-0.7356,2.5000
0.2007,3.5000
0.0324,3.5000
-0.4113,3.0000
0.3287,3.5000
-0.3640,3.5000
-0.5513,2.5000
0.3286,2.5000
0.1672,2.5000
0.3301,2.5000
0.8554,3.5000
0.5670,3.5000
0.3296,3.0000
0.7022,4.0000
0.5924,2.5000
-0.6076,2.5000
0.3868,3.5000
0.7234,3.5000
0.8036,2.0000
-0.1699,2.5000
-0.2256,2.0000
0.9921,4.0000
0.1409,3.5000
0.6275,3.5000
0.5250,3.0000
0.7858,4.0000
0.9728,4.0000
0.8728,4.0000
0.9909,4.5000
0.7758,3.0000
0.9523,4.0000
0.9746,4.5000
0.9218,4.0000
0.9825,3.5000
0.1442,3.5000
0.4430,3.5000
0.7629,3.0000
-0.1090,2.5000
0.5940,3.5000
0.3569,4.0000
0.9726,3.5000
0.3808,3.0000
0.3336,3.5000
0.9909,4.0000
0.8102,3.0000
0.3851,3.0000
0.9627,3.5000
0.6245,3.5000
0.9405,4.0000
0.9285,3.5000
0.5878,4.0000
0.9224,3.5000
0.1646,3.0000
0.5098,3.5000
0.2620,3.0000
0.9666,4.0000
0.9921,4.5000
0.6444,3.5000
-0.7508,3.0000
0.5257,3.5000
-0.8538,2.0000
-0.8751,2.5000
-0.5947,1.0000
-0.7135,2.5000
-0.8508,1.5000
-0.8493,2.5000
-0.7973,2.0000
-0.6384,2.5000
-0.7167,2.5000
-0.6964,1.5000
-0.5987,1.5000
-0.7865,2.0000
-0.4262,1.5000
-0.5369,2.0000
-0.8449,1.5000
-0.6783,3.0000
-0.5510,2.0000
-0.8639,2.0000
-0.8110,2.0000
-0.7522,2.5000
-1.0000,2.0000
-0.6384,1.5000
-0.5057,2.0000
-0.8247,2.0000
-0.7625,2.0000
-0.8996,2.0000
-0.6603,2.5000
-0.8737,2.5000
-0.5748,1.5000
-0.2914,1.5000
-0.3448,2.5000
-0.2760,3.0000
-0.6957,2.5000
0.3167,3.5000
0.8088,4.0000
0.9212,4.0000
0.8749,4.0000
0.3327,3.0000
0.1609,3.0000
0.0106,3.5000
0.2612,3.0000
0.7160,3.0000
-0.3722,3.0000
0.8990,4.0000
0.0396,3.5000
-0.0128,2.0000
0.9587,4.0000
0.0009,3.0000
0.0461,2.5000
0.0541,2.5000
0.2124,2.3333
0.8651,3.6667
-0.5601,3.0000
0.9126,3.6667
0.9269,4.3333
-0.5309,2.3333
0.7040,3.6667
0.4366,3.0000
0.8651,3.6667
0.2062,2.6667
0.0715,3.0000
0.9603,3.6667
0.6624,3.3333
0.3336,3.3333
0.2158,3.6667
-0.4161,2.6667
-0.5910,2.6667
0.3573,3.0000
-0.5863,2.0000
-0.2610,3.5000
0.9269,2.5000
0.6848,3.5000
0.8131,3.0000
0.2970,2.5000
0.2875,3.0000
0.0967,3.0000
-0.4217,3.5000
0.4237,2.5000
0.4405,3.5000
0.9820,3.0000
0.3850,2.5000
0.8157,3.5000
0.6182,3.5000
0.2737,2.5000
-0.1734,2.0000
-0.4192,2.0000
-0.6724,2.0000
-0.2729,2.5000
0.9523,3.5000
0.9954,4.5000
-0.7350,2.5000
-0.3912,2.0000
0.0538,2.0000
0.5556,3.5000
-0.0266,3.5000
0.3160,3.0000
-0.0056,2.0000
0.6703,3.0000
0.1852,3.0000
0.4527,3.5000
-0.2094,3.0000
-0.5643,3.5000
-0.0275,2.5000
0.7022,4.0000
-0.5481,1.5000
0.8128,3.5000
0.0761,2.5000
-0.5403,2.0000
0.7429,3.5000
-0.2478,2.0000
-0.1447,3.0000
-0.0645,2.5000
-0.1414,2.0000
0.4718,2.5000
0.1917,3.0000
-0.4736,2.5000
0.1795,3.0000
0.4224,2.5000
0.7083,3.0000
-0.1269,2.5000
0.1972,2.5000
0.9017,4.0000
-0.4992,2.0000
0.0861,2.5000
0.9073,3.5000
0.0392,3.0000
0.1058,3.5000
0.5918,3.5000
0.0665,3.5000
-0.0747,3.5000
-0.4072,2.5000
-0.3604,3.5000
0.7022,2.5000
-0.7884,2.0000
0.0112,2.5000
-0.2443,4.0000
-0.0333,3.5000
-0.0535,2.0000
0.2618,3.5000
0.5965,3.0000
-0.2280,2.5000
0.9357,4.0000
0.6712,4.0000
-0.1804,2.5000
-0.6217,2.5000
-0.4057,3.0000
-0.0737,2.5000
-0.6188,3.0000
-0.7381,2.5000
-0.3778,2.0000
-0.1096,2.0000
0.0753,3.0000
0.3436,2.0000
-0.0396,2.5000
0.7559,2.5000
0.5134,2.5000
-0.0290,2.5000
-0.7061,2.0000
-0.4927,2.0000
-0.2333,2.5000
-0.0708,2.5000
-0.1185,2.5000
0.5657,2.0000
-0.3484,2.5000
0.4100,2.5000
0.5803,3.5000
-0.2774,2.5000
0.0483,3.5000
0.2701,3.0000
0.9178,3.5000
-0.1643,2.5000
0.0390,3.5000
0.5299,2.5000
0.5253,3.0000
-0.6820,2.5000
0.8378,3.5000
0.7416,3.5000
-0.4706,3.0000
0.8302,3.0000
-0.2132,2.0000
-0.4986,1.5000
0.9527,2.0000
0.3482,3.5000
-0.2868,2.5000
-0.3797,2.5000
0.3440,3.0000
0.1164,2.5000
0.8053,3.5000
0.2579,3.5000
0.2876,3.0000
0.9811,3.0000
0.7125,3.5000
0.4228,3.0000
0.5612,2.5000
-0.1772,2.0000
-0.2172,2.5000
0.8448,2.0000
-0.7355,3.0000
0.0300,2.5000
-0.6253,3.0000
-0.0333,3.0000
-0.3439,2.0000
-0.3947,3.5000
-0.0112,4.0000
-0.0338,3.0000
-0.3636,3.0000
0.7661,4.0000
0.3810,3.0000
-0.0723,2.5000
-0.4823,2.0000
0.0397,3.5000
-0.1346,3.0000
0.6995,4.0000
0.3177,3.0000
0.0548,2.5000
0.2935,4.0000
0.4040,3.5000
0.7832,2.5000
0.1033,3.5000
0.2979,3.0000
0.6197,3.0000
-0.7587,2.5000
0.8257,3.5000
-0.5715,2.5000
0.8830,3.0000
-0.6066,2.0000
0.2097,2.5000
0.0934,2.0000
0.3769,3.5000
0.9175,3.5000
0.8446,2.5000
0.3384,2.5000
-0.0061,2.0000
-0.3409,2.5000
-0.6085,2.5000
-0.3653,3.0000
0.4303,3.0000
-0.7450,2.5000
0.4224,2.5000
-0.5343,2.0000
-0.6106,3.0000
0.3366,2.5000
-0.3249,2.5000
-0.2703,3.0000
-0.6726,2.5000
-0.7327,2.5000
-0.6093,2.5000
-0.6308,2.5000
-0.6627,2.5000
-0.7392,3.0000
0.4770,3.0000
-0.8289,2.5000
-0.6670,2.5000
0.0812,2.5000
-0.3115,3.0000
-0.3741,3.0000
-0.7555,2.5000
-0.3257,2.5000
-0.4254,2.5000
-0.5620,3.0000
-0.3584,2.5000
-0.4662,2.5000
0.4348,3.0000
0.4194,2.3333
0.9420,4.0000
-0.0317,2.6667
0.4214,3.0000
-0.0870,2.6667
0.7392,3.0000
-0.6521,1.6667
0.2062,3.3333
0.7393,3.3333
0.1226,2.3333
0.0251,2.6667
0.3666,2.6667
0.7247,3.3333
0.4997,2.3333
0.5521,3.3333
0.8841,3.3333
0.0985,3.3333
0.9132,3.6667
0.8698,3.6667
0.5953,3.0000
0.8986,4.3333
0.7096,2.6667
0.9610,3.3333
-0.6523,2.0000
0.8624,3.0000
-0.6292,2.3333
0.2571,3.0000
0.5952,3.6667
0.1020,2.3333
0.5956,3.6667
-1.0000,2.0000
0.4296,2.6667
0.7321,3.0000
-0.1282,3.5000
0.2864,3.5000
0.4217,3.0000
0.7545,4.0000
-0.5408,2.0000
0.7979,3.0000
0.6805,2.5000
0.4928,3.5000
0.6794,3.5000
0.8647,3.5000
0.6262,3.5000
0.9891,4.5000
0.9497,3.0000
0.6949,3.5000
1.0000,4.5000
0.9410,3.5000
1.0000,4.5000
0.6545,2.5000
0.9133,4.0000
0.5948,3.5000
0.9566,4.0000
0.6087,3.5000
0.3493,3.0000
1.0000,4.5000
0.4933,3.5000
0.9566,4.0000
-0.6837,1.5000
0.6237,3.5000
1.0000,4.5000
0.5443,2.5000
-0.2145,2.0000
0.8847,3.0000
0.8772,3.0000
-0.6045,2.0000
0.3932,3.0000
0.0884,3.5000
1.0000,4.5000
0.5174,2.0000
0.7070,3.5000
0.6230,3.5000
0.4919,3.5000
0.6949,4.0000
0.9941,4.5000
0.8788,3.5000
-0.7961,2.0000
0.7901,3.0000
0.7369,3.0000
-0.4753,2.5000
0.7253,3.0000
0.3943,3.5000
0.5779,3.0000
0.9891,4.5000
0.0129,3.5000
-0.1147,2.0000
0.8842,3.5000
0.8195,3.5000
0.9535,4.0000
0.7329,2.5000
0.6128,3.0000
0.6390,4.0000
0.6388,3.0000
0.5773,3.0000
0.5974,3.5000
0.2751,2.5000
-0.7970,3.0000
0.7543,3.0000
0.4364,3.5000
0.5274,3.0000
-0.5377,2.0000
0.6853,3.5000
0.6852,2.5000
0.9564,4.0000
0.6197,2.5000
0.1579,2.5000
-0.2175,2.0000
0.7627,4.0000
1.0000,4.0000
0.0403,2.5000
0.9371,3.5000
0.8838,3.5000
0.2036,3.5000
0.7433,3.0000
0.7979,3.5000
0.7981,3.5000
0.8698,4.0000
-0.7099,2.5000
-0.1406,2.0000
-0.0708,2.5000
0.5059,3.5000
-0.1869,3.5000
0.3778,3.0000
-0.4796,3.3333
0.1720,2.6667
0.5645,2.0000
0.4035,1.6667
0.3461,3.3333
0.3923,3.3333
-0.6050,2.6667
0.6872,3.3333
-0.2459,2.0000
0.5335,3.3333
0.5763,3.0000
0.4338,3.3333
0.8432,3.0000
0.6021,3.3333
-0.1723,3.0000
0.6223,2.6667
0.4784,3.0000
-0.1514,2.6667
0.4794,3.3333
0.4448,4.0000
0.3649,4.0000
-0.3272,3.5000
-0.2842,2.5000
0.6972,3.5000
0.3185,3.0000
-0.7910,2.0000
0.7825,3.0000
0.7301,4.0000
0.6084,3.5000
0.7685,2.5000
-0.6881,2.0000
0.9225,4.0000
0.5178,3.5000
-0.7275,2.5000
0.0736,3.0000
-0.6200,3.0000
-0.0998,3.0000
0.8408,3.5000
0.1348,3.0000
0.9132,4.5000
-0.8616,2.5000
0.7547,4.0000
0.2195,2.5000
-0.7122,3.0000
0.6964,3.5000
-0.8220,2.5000
0.8123,3.5000
0.3213,4.0000
0.0037,3.0000
0.4956,3.0000
